municipio,region,codigo_partido,PBG2021,bienes_2021,servicios_2021,agro_2021,industria_2021,PBG2022,bienes_2022,servicios_2022,agro_2022,industria_2022,poblacion,tipo,codigo_indec,PBG_per_capita,Peso_Agro,Peso_Industria,Peso_Servicios,Variacion_Total,Variacion_Bienes,Variacion_Servicios,Agroindustrial,crecimiento_total,log_poblacion,peso_agro,peso_industria,region_interior,valor_ajustado,residuo,residuo_estandar
SAN ISIDRO,AMBA,756,5187455570.520703,1521105188.3575673,2875667194.4959884,0,1087738279.7499478,5387114348.698778,1559441389.2684605,3001182683.7929497,0,1126761170.608896,297282,C,06756,18121.226137804435,0,20.915857686983344,55.710395019141664,3.8488768812343506,2.520285987078051,4.364743233751016,Resto,3.8488768812343506,12.602436462249136,0,20.96862835667166,0,6.077830445904511,-2.2289535646701606,-0.3982485046569765
SAN MIGUEL,AMBA,760,3514911343.604554,966134783.037156,1867341276.1105175,0,814402607.7796384,3800460013.805866,1091986815.373211,1982018650.2653303,0,879895887.3939724,328835,C,06760,11557.346431510834,0,23.152352194144655,52.15207219824141,8.123922406204418,13.026343171335183,6.141211337312381,Resto,8.123922406204418,12.703311384187574,0,23.169933126804434,0,5.788352574140432,2.335569832063986,0.41705797547456425
SAN NICOLAS,Interior,763,5139889012.045361,3089797714.66667,1073998671.5849748,66033791.42971091,2735487954.3689117,5140576884.767566,3010646797.419623,1152897265.2722006,63871886.70111343,2687367693.1788254,168041,I,06763,30591.206222097975,1.242504258430159,52.27755081617335,22.42739076013897,0.01338302676561941,-2.5616860570299766,7.346246859950922,Resto,0.01338302676561941,12.031963276229668,1.2847318546171003,53.22075920235397,1,4.106753606272024,-4.093370579506405,-0.7727398484719602
SAN PEDRO,Interior,770,999919862.2047756,432332533.0041544,413070482.2272332,239276700.72671303,128260161.6151388,1086090747.6547637,480570112.9467087,438101496.2723167,275549556.9202032,140096040.1736646,68613,I,06770,15829.226934469614,25.37076736131006,12.899109993909738,40.33746693987824,8.617779154820012,11.157517942812484,6.059744068401826,Resto,8.617779154820012,11.13623730013347,23.92958773707318,12.827044092546704,1,4.001734745291051,4.616044409528961,0.8177944052746963
SAN VICENTE,Interior,778,1113802736.2661886,493359332.5061793,432633929.94126207,18840249.566023786,166356406.46462968,1159464227.3438573,494847269.4625699,466891079.8450997,18319042.59684166,173030289.5639377,98215,C,06778,11805.368093914954,1.579957549773449,14.923296940374067,40.26782964358208,4.099603061736059,0.30159294825380495,7.918276291572567,Resto,4.099603061736059,11.494914232168377,1.6915248052974023,14.93589493434967,0,7.782589355952264,-3.682986294216205,-0.6645858933936849
SUIPACHA,Interior,784,223930441.18679315,104192907.84189358,88915871.57595849,64041482.4738643,31042917.806396607,235835650.00046065,111014235.16068584,91577711.15712298,67550032.04369813,34427048.73733652,11786,I,06784,20009.81248943328,28.64284176016908,14.59789846754266,38.83115684882422,5.3164762908392,6.546824980778173,2.993660787422586,Agroindustrial,5.3164762908392,9.374667665397858,28.598828339039287,13.86275025488917,1,5.674084710394358,-0.3576084195551582,-0.0635710625150488
TANDIL,Interior,791,2280291480.145057,856887561.4047045,1105417363.4550486,486457675.4253571,210771847.51657987,2431543034.9070425,912569044.6962566,1179029813.5052426,470485620.29731816,230154707.0763276,145575,I,06791,16703.026171437694,19.34926149951135,9.465376667089355,48.488955226339094,6.632992145037689,6.498108479982247,6.659244958855529,Resto,6.632992145037689,11.888446696705321,21.33313568291769,9.243197606613517,1,3.597881607424333,3.035110537613356,0.5449446253667792
TAPALQUE,Interior,798,165030719.11743787,74036003.13101152,69182888.67564146,62638885.83062704,3293770.563404274,177867604.6290837,82888375.17078052,71374812.64304255,68674027.81846452,3656813.643397545,10783,I,06798,16495.187297513094,38.60963212591407,2.0559188678698876,40.128056366354095,7.778482442720824,11.956847567938212,3.168303621546869,Resto,7.778482442720824,9.285726098882073,37.95589461502161,1.995853003015994,1,4.908632051579185,2.8698503911416386,0.5094593063819784
TIGRE,AMBA,805,7066860400.715076,2792668562.2465396,3024197959.9647865,232864.06559135657,2212322853.4695673,7736685182.617766,3154520125.774707,3242476346.387429,224390.49851168244,2385430091.376771,446949,C,06805,17309.995508699576,0.00290034418119826,30.83271498155548,41.910408267256294,9.478392722104886,12.95719686968792,7.217728115430126,Resto,9.478392722104886,13.010199773126763,0.0032951558738558593,31.305597224556866,0,4.814051915907212,4.664340806197673,0.8351555212617269
TORDILLO,Interior,812,43231583.43556036,20616990.74453132,17444864.67883363,16132025.581933834,281012.25489226275,52877146.99650717,26906342.169804063,20056313.166115537,18994334.733218715,389530.8983970941,2542,I,06812,20801.39535661179,35.92163309127362,0.7366715500418826,37.930021389846104,22.31138162062507,30.50567128445261,14.969726251017878,Resto,22.31138162062507,7.8407064517494,37.31537061551244,0.6500161052651027,1,7.216841257498336,15.094540363126734,2.757743712575582
TORNQUIST,Interior,819,282527843.65966034,143378492.16047946,102741837.59680904,77854435.56916775,20122080.679620333,315568088.68968624,168343734.15540254,107947044.97176944,75351376.19387802,21504596.92081927,14810,I,06819,21307.771012132765,23.878008865457485,6.8145663936146,34.207211958595444,11.694509327663631,17.412124802498415,5.066297719325643,Resto,11.694509327663631,9.603057907261844,27.556376235594332,7.122158446039698,1,5.962178630124844,5.732330697538788,1.0169048668858716
TRENQUE LAUQUEN,Interior,826,1161227443.1281536,642237100.279246,386062708.70634335,535916114.6057936,62534131.960560374,1295499172.1637056,726241737.3999184,422550115.2327772,605964455.9134113,65657276.595315255,49499,I,06826,26172.22917965425,46.77459229104306,5.068106410724783,32.616780026732556,11.562913865852698,13.08000379986567,9.45116057665849,Resto,11.562913865852698,10.809707746332515,46.150830982957544,5.385175172238767,1,1.0107826865590592,10.552131179293639,1.8828592514950773
TRES ARROYOS,Interior,833,1448690657.5833173,774230184.480526,496517160.8282493,522890257.82501733,141613441.55533996,1322058766.9487195,637517936.868224,510625701.6917461,397823554.62490374,137036213.32641324,62426,I,06833,21178.01504098804,30.09121565322479,10.36536474416259,38.623525251472614,-8.74112702886088,-17.657829719468996,2.8415011557631016,Resto,-8.74112702886088,11.041737134242736,36.093989775380656,9.775271264023836,1,2.1754544740933603,-10.91658150295424,-1.9390280797698591
TRES DE FEBRERO,AMBA,840,5679467414.413377,1905189486.8817143,2758837801.139914,51329.72579171667,1725162291.8262973,5993113394.008009,2046457387.3071072,2870823882.5123653,56833.9890643583,1828133706.802306,364176,C,06840,16456.640179495655,9.483216039459832e-4,30.50390651093132,47.9020451270395,5.522454073751001,7.414900270975704,4.059175980776405,Resto,5.522454073751001,12.805392546245965,9.037770982091009e-4,30.375423713994255,0,5.1733166874800665,0.3491373862709345,0.062450304662466045
TRES LOMAS,Interior,847,194049109.89840811,100217451.81128477,72272306.62186314,89674175.71415813,5448433.323974167,201591852.0411096,111749608.0785895,66275087.099959895,102273385.37760758,5329729.413874978,9164,I,06847,21998.23789187141,50.73289636564849,2.6438218409681133,32.87587589921281,3.887027436843375,11.507133796437437,-8.29808788763499,Resto,3.887027436843375,9.123038043573386,46.212103606713725,2.8077600184956393,1,3.626354079836436,0.2606733570069387,0.04627990326785811
25 DE MAYO,Interior,854,852423491.3664225,515185846.2324616,240225984.82096452,465443510.2348565,30372284.681563094,863335246.3435808,510680246.891069,251093466.72461107,452294078.5390775,31679887.82603428,35563,I,06854,24276.220969647693,52.38915942035783,3.669476945393547,29.08412088908086,1.280086141181647,-0.8745580598422662,4.5238577798924915,Resto,1.280086141181647,10.479061050523804,54.60237956238832,3.5630511112354215,1,0.10909116151750942,1.1709949796641377,0.20973666748903516
VICENTE LOPEZ,AMBA,861,5229469487.05202,1447172689.2595716,2989631666.136005,0,1181093667.299388,5288791208.604299,1451618134.5373702,3017586987.745507,0,1211856626.1199486,282280,C,06861,18735.975657518415,0,22.913678727728698,57.05626992489729,1.1343736051841775,0.3071813965804669,0.9350757796070952,Resto,1.1343736051841775,12.550654765114766,0,22.585343890498525,0,6.048788019947804,-4.914414414763627,-0.8776367037705276
VILLA GESELL,Interior,868,419790494.996938,80181768.48418224,272051485.51358956,0,20593721.253620006,458612933.68447894,92290780.35396913,293574115.035156,0,22911030.343261387,37463,I,06868,12241.7567649275,0,4.995722680386494,64.01348358769403,9.248050908781089,15.101951601598408,7.911233964017942,Resto,9.248050908781089,10.531109058215867,0,4.905714040469215,1,9.64852127151299,-0.4004703627319012,-0.07320060922981499
VILLARINO,Interior,875,488162182.37160903,199390393.73447344,220976497.4484552,140023094.7293422,24673973.469602052,501490061.5675955,199272073.96481135,231517787.6525035,135787290.06149486,25405812.510653637,32717,I,06875,15328.1187629549,27.076765915767243,5.06606500460612,46.16597723368789,2.730215423742252,-0.05934075731833795,4.770321878464546,Resto,2.730215423742252,10.395650099471604,28.683724341176205,5.054462299748408,1,4.739704779085079,-2.0094893553428266,-0.3558109924253477
ZARATE,Interior,882,2727321537.450937,1392138214.869743,841021878.0209461,53804882.17972778,1027604845.8871129,2910993103.3949385,1461534471.9452567,930932418.3082132,59155766.33195368,1075325436.96889,132221,I,06882,22016.117737688703,2.032150686408821,36.94015749177812,31.979890890930506,6.734503556763184,4.98486833665483,10.690630367290836,Resto,6.734503556763184,11.79223004401129,1.9728103724072064,37.67817002052326,1,5.3393013208189455,1.3952022359442382,0.2526765365760413
